Trinity_ID	380822	380823	380824	380825	V2	uniprot_acc_ID	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry.name	Status	Protein.names	Geme.names	Organism	Length	Gene.ontology.biological.process	Gene.ontology.cellular.component	Gene.ontology.GO	Gene.ontology.molecular.function	Gene.ontology.IDs
TRINITY_DN493_c0_g1_i14	0	59	0	158	sp	P35684	RL3_ORYSJ	68.2	380	117	3	2	1132	10	388	4.3e-151	535.8	RL3_ORYSJ	reviewed	60S ribosomal protein L3	RPL3 Os12g0167900 LOC_Os12g07010	Oryza sativa subsp. japonica (Rice)	389	ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	GO:0000027; GO:0003723; GO:0003735; GO:0006412; GO:0022625
TRINITY_DN7721_c0_g2_i1	0	39	0	87	sp	Q5I0G4	GARS_RAT	45.2	633	326	8	106	1986	96	713	1e-155	552	GARS_RAT	reviewed	Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase) (GlyRS) (Glycyl-tRNA synthetase 1)	Gars1 Gars	Rattus norvegicus (Rat)	728	diadenosine tetraphosphate biosynthetic process [GO:0015966]; glycyl-tRNA aminoacylation [GO:0006426]; mitochondrial glycyl-tRNA aminoacylation [GO:0070150]; tRNA aminoacylation for protein translation [GO:0006418]	axon [GO:0030424]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; secretory granule [GO:0030141]	axon [GO:0030424]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; secretory granule [GO:0030141]; ATP binding [GO:0005524]; bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity [GO:0004081]; glycine-tRNA ligase activity [GO:0004820]; identical protein binding [GO:0042802]; protein dimerization activity [GO:0046983]; transferase activity [GO:0016740]; diadenosine tetraphosphate biosynthetic process [GO:0015966]; glycyl-tRNA aminoacylation [GO:0006426]; mitochondrial glycyl-tRNA aminoacylation [GO:0070150]; tRNA aminoacylation for protein translation [GO:0006418]	ATP binding [GO:0005524]; bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity [GO:0004081]; glycine-tRNA ligase activity [GO:0004820]; identical protein binding [GO:0042802]; protein dimerization activity [GO:0046983]; transferase activity [GO:0016740]	GO:0004081; GO:0004820; GO:0005524; GO:0005737; GO:0005739; GO:0006418; GO:0006426; GO:0015966; GO:0016740; GO:0030141; GO:0030424; GO:0042802; GO:0046983; GO:0070062; GO:0070150
TRINITY_DN8494_c0_g1_i19	0	56	0	148	sp	F4ISQ7	TOP3B_ARATH	43.7	535	259	16	676	2211	3	518	1e-105	386.3	TOP3B_ARATH	reviewed	DNA topoisomerase 3-beta (EC 5.6.2.1)	At2g32000 F22D22.25	Arabidopsis thaliana (Mouse-ear cress)	865	DNA topological change [GO:0006265]	nucleus [GO:0005634]	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA topoisomerase activity [GO:0003916]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; metal ion binding [GO:0046872]; mRNA binding [GO:0003729]; DNA topological change [GO:0006265]	DNA binding [GO:0003677]; DNA topoisomerase activity [GO:0003916]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; metal ion binding [GO:0046872]; mRNA binding [GO:0003729]	GO:0003677; GO:0003729; GO:0003916; GO:0003917; GO:0005634; GO:0006265; GO:0046872
TRINITY_DN1545_c0_g1_i7	0	55	0	111	sp	P26182	ACT_ACHBI	89.4	369	39	0	49	1155	1	369	2.2e-194	679.5	ACT_ACHBI	reviewed	Actin		Achlya bisexualis (Water mold)	376		cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; ATP binding [GO:0005524]	ATP binding [GO:0005524]	GO:0005524; GO:0005737; GO:0005856
TRINITY_DN18468_c0_g1_i2	0	41	0	109	sp	O74835	RRP5_SCHPO	27.6	1917	1070	56	30	5531	5	1686	1.7e-123	446.4	RRP5_SCHPO	reviewed	rRNA biogenesis protein rrp5 (Ribosomal RNA-processing protein 5) (U3 small nucleolar RNA-associated protein rrp5) (U3 snoRNA-associated protein rrp5)	rrp5 SPCC1183.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1690	mRNA processing [GO:0006397]; rRNA processing [GO:0006364]	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; RNA binding [GO:0003723]; rRNA primary transcript binding [GO:0042134]; snoRNA binding [GO:0030515]; mRNA processing [GO:0006397]; rRNA processing [GO:0006364]	RNA binding [GO:0003723]; rRNA primary transcript binding [GO:0042134]; snoRNA binding [GO:0030515]	GO:0003723; GO:0005730; GO:0006364; GO:0006397; GO:0030515; GO:0032040; GO:0042134
TRINITY_DN35867_c0_g1_i9	0	83	0	185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11234_c0_g1_i6	0	25	0	149	sp	Q8VYF1	RL152_ARATH	66.2	204	69	0	42	653	1	204	4.8e-72	272.7	RL152_ARATH	reviewed	60S ribosomal protein L15-2	RPL15B At4g17390 dl4730c FCAALL.32	Arabidopsis thaliana (Mouse-ear cress)	204	cytoplasmic translation [GO:0002181]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; nucleolus [GO:0005730]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; nucleolus [GO:0005730]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]	mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003723; GO:0003729; GO:0003735; GO:0005730; GO:0005829; GO:0022625
TRINITY_DN6283_c0_g1_i7	0	79	0	147	sp	Q6GQN8	MECR_DANRE	24.4	287	196	8	99	941	48	319	2.6e-11	71.6	MECR_DANRE	reviewed	Enoyl-[acyl-carrier-protein] reductase, mitochondrial (EC 1.3.1.104) (2-enoyl thioester reductase)	mecr zgc:110153	Danio rerio (Zebrafish) (Brachydanio rerio)	377	fatty acid biosynthetic process [GO:0006633]; fatty acid metabolic process [GO:0006631]	mitochondrion [GO:0005739]	mitochondrion [GO:0005739]; trans-2-enoyl-CoA reductase (NADPH) activity [GO:0019166]; fatty acid biosynthetic process [GO:0006633]; fatty acid metabolic process [GO:0006631]	trans-2-enoyl-CoA reductase (NADPH) activity [GO:0019166]	GO:0005739; GO:0006631; GO:0006633; GO:0019166
TRINITY_DN4655_c0_g1_i16	13	226	442	1027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN16432_c0_g1_i25	0	43	0	110	sp	Q6PFJ1	NGDN_DANRE	23.2	250	163	6	22	699	12	256	3e-08	61.2	NGDN_DANRE	reviewed	Neuroguidin (EIF4E-binding protein)	ngdn zgc:66416	Danio rerio (Zebrafish) (Brachydanio rerio)	315	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; regulation of translation [GO:0006417]	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; regulation of translation [GO:0006417]		GO:0000462; GO:0005730; GO:0005737; GO:0006417; GO:0032040
TRINITY_DN38_c0_g3_i1	0	33	0	90	sp	P42867	GPT_MOUSE	43.8	432	205	7	135	1412	11	410	2.9e-92	341.3	GPT_MOUSE	reviewed	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase)	Dpagt1 Dpagt2 Gnpta	Mus musculus (Mouse)	410	dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; dolichol metabolic process [GO:0019348]; dolichyl diphosphate biosynthetic process [GO:0006489]; protein N-linked glycosylation [GO:0006487]; UDP-N-acetylglucosamine metabolic process [GO:0006047]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; metal ion binding [GO:0046872]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; transferase activity, transferring glycosyl groups [GO:0016757]; UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity [GO:0003975]; UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity [GO:0003976]; dolichol metabolic process [GO:0019348]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; dolichyl diphosphate biosynthetic process [GO:0006489]; protein N-linked glycosylation [GO:0006487]; UDP-N-acetylglucosamine metabolic process [GO:0006047]	metal ion binding [GO:0046872]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; transferase activity, transferring glycosyl groups [GO:0016757]; UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity [GO:0003975]; UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity [GO:0003976]	GO:0003975; GO:0003976; GO:0005789; GO:0006047; GO:0006487; GO:0006488; GO:0006489; GO:0008963; GO:0016020; GO:0016021; GO:0016757; GO:0019348; GO:0043231; GO:0046872
TRINITY_DN3377_c0_g1_i6	920	142	1259	63	sp	P53634	CATC_HUMAN	50	456	218	4	2481	3821	7	461	1.5e-136	489.6	CATC_HUMAN	reviewed	Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)]	CTSC CPPI	Homo sapiens (Human)	463	aging [GO:0007568]; COPII vesicle coating [GO:0048208]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; immune response [GO:0006955]; negative regulation of myelination [GO:0031642]; neutrophil degranulation [GO:0043312]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of microglial cell activation [GO:1903980]; positive regulation of proteolysis involved in cellular protein catabolic process [GO:1903052]; proteolysis [GO:0006508]; proteolysis involved in cellular protein catabolic process [GO:0051603]; response to organic substance [GO:0010033]; T cell mediated cytotoxicity [GO:0001913]	azurophil granule lumen [GO:0035578]; centrosome [GO:0005813]; collagen-containing extracellular matrix [GO:0062023]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; lysosome [GO:0005764]; membrane [GO:0016020]; nucleoplasm [GO:0005654]	azurophil granule lumen [GO:0035578]; centrosome [GO:0005813]; collagen-containing extracellular matrix [GO:0062023]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; lysosome [GO:0005764]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; chaperone binding [GO:0051087]; chloride ion binding [GO:0031404]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type peptidase activity [GO:0008234]; identical protein binding [GO:0042802]; peptidase activator activity involved in apoptotic process [GO:0016505]; phosphatase binding [GO:0019902]; protein self-association [GO:0043621]; serine-type endopeptidase activity [GO:0004252]; aging [GO:0007568]; COPII vesicle coating [GO:0048208]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; immune response [GO:0006955]; negative regulation of myelination [GO:0031642]; neutrophil degranulation [GO:0043312]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of microglial cell activation [GO:1903980]; positive regulation of proteolysis involved in cellular protein catabolic process [GO:1903052]; proteolysis [GO:0006508]; proteolysis involved in cellular protein catabolic process [GO:0051603]; response to organic substance [GO:0010033]; T cell mediated cytotoxicity [GO:0001913]	chaperone binding [GO:0051087]; chloride ion binding [GO:0031404]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type peptidase activity [GO:0008234]; identical protein binding [GO:0042802]; peptidase activator activity involved in apoptotic process [GO:0016505]; phosphatase binding [GO:0019902]; protein self-association [GO:0043621]; serine-type endopeptidase activity [GO:0004252]	GO:0000139; GO:0001913; GO:0004197; GO:0004252; GO:0005576; GO:0005615; GO:0005654; GO:0005764; GO:0005788; GO:0005813; GO:0006508; GO:0006888; GO:0006955; GO:0007568; GO:0008234; GO:0010033; GO:0016020; GO:0016505; GO:0019902; GO:0030134; GO:0031404; GO:0031642; GO:0033116; GO:0035578; GO:0042802; GO:0043231; GO:0043312; GO:0043621; GO:0048208; GO:0051087; GO:0051603; GO:0062023; GO:0070062; GO:1903052; GO:1903980; GO:2001235
TRINITY_DN679_c6_g1_i2	0	58	0	56	sp	D3YTS9	PPAT_MOUSE	26.7	378	202	13	17	1042	16	354	1.2e-19	99.4	PPAT_MOUSE	reviewed	Testicular acid phosphatase (EC 3.1.3.2) (Acid phosphatase 4)	Acp4 Acpt	Mus musculus (Mouse)	425	negative regulation of ERBB4 signaling pathway [GO:0120154]; negative regulation of neuron projection development [GO:0010977]; negative regulation of protein processing [GO:0010955]; odontogenesis [GO:0042476]; peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity [GO:1990264]; regulation of neuronal synaptic plasticity [GO:0048168]	integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]; acid phosphatase activity [GO:0003993]; protein tyrosine phosphatase activity [GO:0004725]; receptor tyrosine kinase binding [GO:0030971]; negative regulation of ERBB4 signaling pathway [GO:0120154]; negative regulation of neuron projection development [GO:0010977]; negative regulation of protein processing [GO:0010955]; odontogenesis [GO:0042476]; peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity [GO:1990264]; regulation of neuronal synaptic plasticity [GO:0048168]	acid phosphatase activity [GO:0003993]; protein tyrosine phosphatase activity [GO:0004725]; receptor tyrosine kinase binding [GO:0030971]	GO:0003993; GO:0004725; GO:0010955; GO:0010977; GO:0016021; GO:0030971; GO:0042476; GO:0045211; GO:0048168; GO:0120154; GO:1990264
TRINITY_DN5809_c0_g1_i74	0	30	0	154	sp	C0HLB2	VKT_PSEPC	48.3	58	30	0	244	417	7	64	2e-13	77.8	VKT_PSEPC	reviewed	Kunitz-type serine protease inhibitor PPTI (Pseudocerastes persicus trypsin inhibitor) (PPTI)		Pseudocerastes persicus (Persian horned viper) (False horned viper)	68		extracellular region [GO:0005576]	extracellular region [GO:0005576]; serine-type endopeptidase inhibitor activity [GO:0004867]; toxin activity [GO:0090729]	serine-type endopeptidase inhibitor activity [GO:0004867]; toxin activity [GO:0090729]	GO:0004867; GO:0005576; GO:0090729
TRINITY_DN3835_c2_g1_i9	23	107	0	192	sp	P89116	CASP1_SPOFR	41.4	278	154	4	253	1074	24	296	9.6e-54	214.2	CASP1_SPOFR	reviewed	Caspase-1 (EC 3.4.22.-) [Cleaved into: Caspase-1 subunit p19/18; Caspase-1 subunit p12]		Spodoptera frugiperda (Fall armyworm)	299	apoptotic process [GO:0006915]		cysteine-type endopeptidase activity [GO:0004197]; apoptotic process [GO:0006915]	cysteine-type endopeptidase activity [GO:0004197]	GO:0004197; GO:0006915
TRINITY_DN3356_c0_g1_i12	0	33	0	103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN993_c0_g1_i16	0	35	0	105	sp	Q9XHS0	RS12_HORVU	49.6	137	62	1	49	438	1	137	2.4e-30	133.7	RS12_HORVU	reviewed	40S ribosomal protein S12	RPS12	Hordeum vulgare (Barley)	143	translation [GO:0006412]	ribosome [GO:0005840]	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412
TRINITY_DN287_c0_g1_i14	83	0	58	0	sp	Q9BYW2	SETD2_HUMAN	48.6	370	163	5	210	1289	1476	1828	9.1e-100	367.5	SETD2_HUMAN	reviewed	Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.359) (HIF-1) (Huntingtin yeast partner B) (Huntingtin-interacting protein 1) (HIP-1) (Huntingtin-interacting protein B) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2) (hSET2) (p231HBP)	SETD2 HIF1 HYPB KIAA1732 KMT3A SET2 HSPC069	Homo sapiens (Human)	2564	angiogenesis [GO:0001525]; cell migration involved in vasculogenesis [GO:0035441]; coronary vasculature morphogenesis [GO:0060977]; defense response to virus [GO:0051607]; embryonic cranial skeleton morphogenesis [GO:0048701]; embryonic placenta morphogenesis [GO:0060669]; endodermal cell differentiation [GO:0035987]; forebrain development [GO:0030900]; histone H3-K36 dimethylation [GO:0097676]; histone H3-K36 trimethylation [GO:0097198]; mesoderm morphogenesis [GO:0048332]; microtubule cytoskeleton organization involved in mitosis [GO:1902850]; mismatch repair [GO:0006298]; morphogenesis of a branching structure [GO:0001763]; neural tube closure [GO:0001843]; nucleosome organization [GO:0034728]; peptidyl-lysine monomethylation [GO:0018026]; peptidyl-lysine trimethylation [GO:0018023]; pericardium development [GO:0060039]; positive regulation of interferon-alpha production [GO:0032727]; regulation of cytokinesis [GO:0032465]; regulation of double-strand break repair via homologous recombination [GO:0010569]; regulation of mRNA export from nucleus [GO:0010793]; regulation of protein localization to chromatin [GO:1905634]; regulation of transcription, DNA-templated [GO:0006355]; response to type I interferon [GO:0034340]; stem cell development [GO:0048864]; stem cell differentiation [GO:0048863]; transcription elongation from RNA polymerase II promoter [GO:0006368]; viral process [GO:0016032]	chromosome [GO:0005694]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	chromosome [GO:0005694]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; alpha-tubulin binding [GO:0043014]; histone methyltransferase activity (H3-K36 specific) [GO:0046975]; histone-lysine N-methyltransferase activity [GO:0018024]; metal ion binding [GO:0046872]; protein-lysine N-methyltransferase activity [GO:0016279]; angiogenesis [GO:0001525]; cell migration involved in vasculogenesis [GO:0035441]; coronary vasculature morphogenesis [GO:0060977]; defense response to virus [GO:0051607]; embryonic cranial skeleton morphogenesis [GO:0048701]; embryonic placenta morphogenesis [GO:0060669]; endodermal cell differentiation [GO:0035987]; forebrain development [GO:0030900]; histone H3-K36 dimethylation [GO:0097676]; histone H3-K36 trimethylation [GO:0097198]; mesoderm morphogenesis [GO:0048332]; microtubule cytoskeleton organization involved in mitosis [GO:1902850]; mismatch repair [GO:0006298]; morphogenesis of a branching structure [GO:0001763]; neural tube closure [GO:0001843]; nucleosome organization [GO:0034728]; peptidyl-lysine monomethylation [GO:0018026]; peptidyl-lysine trimethylation [GO:0018023]; pericardium development [GO:0060039]; positive regulation of interferon-alpha production [GO:0032727]; regulation of cytokinesis [GO:0032465]; regulation of double-strand break repair via homologous recombination [GO:0010569]; regulation of mRNA export from nucleus [GO:0010793]; regulation of protein localization to chromatin [GO:1905634]; regulation of transcription, DNA-templated [GO:0006355]; response to type I interferon [GO:0034340]; stem cell development [GO:0048864]; stem cell differentiation [GO:0048863]; transcription elongation from RNA polymerase II promoter [GO:0006368]; viral process [GO:0016032]	alpha-tubulin binding [GO:0043014]; histone-lysine N-methyltransferase activity [GO:0018024]; histone methyltransferase activity (H3-K36 specific) [GO:0046975]; metal ion binding [GO:0046872]; protein-lysine N-methyltransferase activity [GO:0016279]	GO:0001525; GO:0001763; GO:0001843; GO:0005634; GO:0005654; GO:0005694; GO:0006298; GO:0006355; GO:0006368; GO:0010569; GO:0010793; GO:0016032; GO:0016279; GO:0018023; GO:0018024; GO:0018026; GO:0030900; GO:0032465; GO:0032727; GO:0034340; GO:0034728; GO:0035441; GO:0035987; GO:0043014; GO:0046872; GO:0046975; GO:0048332; GO:0048701; GO:0048863; GO:0048864; GO:0051607; GO:0060039; GO:0060669; GO:0060977; GO:0097198; GO:0097676; GO:1902850; GO:1905634
TRINITY_DN173_c0_g1_i4	0	105	0	43	sp	P31007	DLG1_DROME	60.9	778	238	12	155	2323	204	970	2.6e-251	870.9	DLG1_DROME	reviewed	Disks large 1 tumor suppressor protein	dlg1 l(1)dlg1 CG1725	Drosophila melanogaster (Fruit fly)	970	anterior/posterior axis specification, follicular epithelium [GO:0030714]; asymmetric protein localization involved in cell fate determination [GO:0045167]; basal protein localization [GO:0045175]; behavioral response to ethanol [GO:0048149]; cell-cell adhesion [GO:0098609]; cell fate commitment involved in pattern specification [GO:0060581]; cell fate specification [GO:0001708]; chemical synaptic transmission [GO:0007268]; dorsal closure [GO:0007391]; establishment of mitotic spindle orientation [GO:0000132]; establishment of spindle orientation [GO:0051294]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; establishment or maintenance of polarity of follicular epithelium [GO:0016334]; establishment or maintenance of polarity of larval imaginal disc epithelium [GO:0016336]; gravitaxis [GO:0042332]; locomotor rhythm [GO:0045475]; male courtship behavior [GO:0008049]; mating behavior [GO:0007617]; morphogenesis of a polarized epithelium [GO:0001738]; morphogenesis of follicular epithelium [GO:0016333]; morphogenesis of larval imaginal disc epithelium [GO:0016335]; negative regulation of imaginal disc growth [GO:0045571]; nervous system development [GO:0007399]; ovarian follicle cell development [GO:0030707]; pole plasm protein localization [GO:0007318]; positive phototaxis [GO:0046956]; positive regulation of synaptic growth at neuromuscular junction [GO:0045887]; protein localization [GO:0008104]; receptor clustering [GO:0043113]; receptor localization to synapse [GO:0097120]; regulation of epidermal growth factor receptor signaling pathway [GO:0042058]; septate junction assembly [GO:0019991]; signal transduction [GO:0007165]; synaptic growth at neuromuscular junction [GO:0051124]	apical cortex [GO:0045179]; apicolateral plasma membrane [GO:0016327]; basolateral plasma membrane [GO:0016323]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cytoskeleton [GO:0005856]; lateral plasma membrane [GO:0016328]; leading edge membrane [GO:0031256]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; postsynaptic membrane [GO:0045211]; septate junction [GO:0005918]; smooth septate junction [GO:0005920]; subsynaptic reticulum [GO:0071212]; synapse [GO:0045202]; terminal bouton [GO:0043195]; tricellular tight junction [GO:0061689]; type Ib terminal bouton [GO:0061176]; type I terminal bouton [GO:0061174]	apical cortex [GO:0045179]; apicolateral plasma membrane [GO:0016327]; basolateral plasma membrane [GO:0016323]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cytoskeleton [GO:0005856]; lateral plasma membrane [GO:0016328]; leading edge membrane [GO:0031256]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; postsynaptic membrane [GO:0045211]; septate junction [GO:0005918]; smooth septate junction [GO:0005920]; subsynaptic reticulum [GO:0071212]; synapse [GO:0045202]; terminal bouton [GO:0043195]; tricellular tight junction [GO:0061689]; type I terminal bouton [GO:0061174]; type Ib terminal bouton [GO:0061176]; guanylate kinase activity [GO:0004385]; anterior/posterior axis specification, follicular epithelium [GO:0030714]; asymmetric protein localization involved in cell fate determination [GO:0045167]; basal protein localization [GO:0045175]; behavioral response to ethanol [GO:0048149]; cell fate commitment involved in pattern specification [GO:0060581]; cell fate specification [GO:0001708]; cell-cell adhesion [GO:0098609]; chemical synaptic transmission [GO:0007268]; dorsal closure [GO:0007391]; establishment of mitotic spindle orientation [GO:0000132]; establishment of spindle orientation [GO:0051294]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; establishment or maintenance of polarity of follicular epithelium [GO:0016334]; establishment or maintenance of polarity of larval imaginal disc epithelium [GO:0016336]; gravitaxis [GO:0042332]; locomotor rhythm [GO:0045475]; male courtship behavior [GO:0008049]; mating behavior [GO:0007617]; morphogenesis of a polarized epithelium [GO:0001738]; morphogenesis of follicular epithelium [GO:0016333]; morphogenesis of larval imaginal disc epithelium [GO:0016335]; negative regulation of imaginal disc growth [GO:0045571]; nervous system development [GO:0007399]; ovarian follicle cell development [GO:0030707]; pole plasm protein localization [GO:0007318]; positive phototaxis [GO:0046956]; positive regulation of synaptic growth at neuromuscular junction [GO:0045887]; protein localization [GO:0008104]; receptor clustering [GO:0043113]; receptor localization to synapse [GO:0097120]; regulation of epidermal growth factor receptor signaling pathway [GO:0042058]; septate junction assembly [GO:0019991]; signal transduction [GO:0007165]; synaptic growth at neuromuscular junction [GO:0051124]	guanylate kinase activity [GO:0004385]	GO:0000132; GO:0001708; GO:0001738; GO:0004385; GO:0005856; GO:0005886; GO:0005918; GO:0005920; GO:0005938; GO:0007165; GO:0007268; GO:0007318; GO:0007391; GO:0007399; GO:0007617; GO:0008049; GO:0008104; GO:0016323; GO:0016327; GO:0016328; GO:0016333; GO:0016334; GO:0016335; GO:0016336; GO:0019991; GO:0030054; GO:0030707; GO:0030714; GO:0031256; GO:0031594; GO:0042058; GO:0042332; GO:0043005; GO:0043113; GO:0043195; GO:0045167; GO:0045175; GO:0045179; GO:0045197; GO:0045202; GO:0045211; GO:0045475; GO:0045571; GO:0045887; GO:0046956; GO:0048149; GO:0048471; GO:0051124; GO:0051294; GO:0060581; GO:0061174; GO:0061176; GO:0061689; GO:0071212; GO:0097120; GO:0098609; GO:0098839
