Trinity_ID	Library_178	Library_359	Library_463	cluster	V2	uniprot_acc_ID	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry.name	Status	Protein.names	Geme.names	Organism	Length	Gene.ontology.biological.process	Gene.ontology.cellular.component	Gene.ontology.GO	Gene.ontology.molecular.function	Gene.ontology.IDs
TRINITY_DN23402_c0_g1_i1	1357	847	3	3	sp	P50750	CDK9_HUMAN	69.8	384	98	5	55	1191	2	372	3.20E-154	547	CDK9_HUMAN	reviewed	Cyclin-dependent kinase 9 (EC 2.7.11.22) (EC 2.7.11.23) (C-2K) (Cell division cycle 2-like protein kinase 4) (Cell division protein kinase 9) (Serine/threonine-protein kinase PITALRE) (Tat-associated kinase complex catalytic subunit)	CDK9 CDC2L4 TAK	Homo sapiens (Human)	372	cell population proliferation [GO:0008283]; cellular response to cytokine stimulus [GO:0071345]; DNA repair [GO:0006281]; negative regulation of cell cycle arrest [GO:0071157]; negative regulation of mRNA polyadenylation [GO:1900364]; phosphorylation of RNA polymerase II C-terminal domain [GO:0070816]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; positive regulation of histone H2B ubiquitination [GO:2001168]; positive regulation of histone phosphorylation [GO:0033129]; positive regulation of mRNA 3'-UTR binding [GO:1903839]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; positive regulation of viral transcription [GO:0050434]; protein phosphorylation [GO:0006468]; regulation of DNA repair [GO:0006282]; regulation of histone modification [GO:0031056]; regulation of muscle cell differentiation [GO:0051147]; replication fork processing [GO:0031297]; response to drug [GO:0042493]; snRNA transcription by RNA polymerase II [GO:0042795]; transcription by RNA polymerase II [GO:0006366]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription initiation from RNA polymerase II promoter [GO:0006367]	chromosome [GO:0005694]; cyclin/CDK positive transcription elongation factor complex [GO:0008024]; cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasmic ribonucleoprotein granule [GO:0036464]; membrane [GO:0016020]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; transcription elongation factor complex [GO:0008023]	chromosome [GO:0005694]; cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cyclin/CDK positive transcription elongation factor complex [GO:0008024]; cytoplasmic ribonucleoprotein granule [GO:0036464]; membrane [GO:0016020]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; transcription elongation factor complex [GO:0008023]; 7SK snRNA binding [GO:0097322]; ATP binding [GO:0005524]; chromatin binding [GO:0003682]; cyclin binding [GO:0030332]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; DNA binding [GO:0003677]; kinase activity [GO:0016301]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II CTD heptapeptide repeat kinase activity [GO:0008353]; transcription coactivator binding [GO:0001223]; transcription factor binding [GO:0008134]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; cell population proliferation [GO:0008283]; cellular response to cytokine stimulus [GO:0071345]; DNA repair [GO:0006281]; negative regulation of cell cycle arrest [GO:0071157]; negative regulation of mRNA polyadenylation [GO:1900364]; phosphorylation of RNA polymerase II C-terminal domain [GO:0070816]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; positive regulation of histone H2B ubiquitination [GO:2001168]; positive regulation of histone phosphorylation [GO:0033129]; positive regulation of mRNA 3'-UTR binding [GO:1903839]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; positive regulation of viral transcription [GO:0050434]; protein phosphorylation [GO:0006468]; regulation of DNA repair [GO:0006282]; regulation of histone modification [GO:0031056]; regulation of muscle cell differentiation [GO:0051147]; replication fork processing [GO:0031297]; response to drug [GO:0042493]; snRNA transcription by RNA polymerase II [GO:0042795]; transcription by RNA polymerase II [GO:0006366]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription initiation from RNA polymerase II promoter [GO:0006367]	7SK snRNA binding [GO:0097322]; ATP binding [GO:0005524]; chromatin binding [GO:0003682]; cyclin binding [GO:0030332]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; DNA binding [GO:0003677]; kinase activity [GO:0016301]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II CTD heptapeptide repeat kinase activity [GO:0008353]; transcription coactivator binding [GO:0001223]; transcription factor binding [GO:0008134]; transcription regulatory region sequence-specific DNA binding [GO:0000976]	GO:0000307; GO:0000790; GO:0000976; GO:0000978; GO:0001223; GO:0003677; GO:0003682; GO:0004672; GO:0004674; GO:0004693; GO:0005524; GO:0005634; GO:0005654; GO:0005694; GO:0006281; GO:0006282; GO:0006366; GO:0006367; GO:0006368; GO:0006468; GO:0008023; GO:0008024; GO:0008134; GO:0008283; GO:0008353; GO:0010613; GO:0016020; GO:0016301; GO:0016605; GO:0019901; GO:0030332; GO:0031056; GO:0031297; GO:0032968; GO:0033129; GO:0036464; GO:0042493; GO:0042795; GO:0045944; GO:0050434; GO:0051147; GO:0070816; GO:0071157; GO:0071345; GO:0097322; GO:1900364; GO:1903839; GO:2001168
TRINITY_DN213_c0_g1_i8	205	0	0	3	sp	P41900	T2FB_DROME	53.3	259	112	3	148	897	13	271	9.60E-73	276.9	T2FB_DROME	reviewed	General transcription factor IIF subunit 2 (EC 3.6.4.12) (ATP-dependent helicase TfIIF-beta) (Transcription initiation factor IIF subunit beta) (TFIIF-beta)	TfIIFbeta TFIIF30 CG6538	Drosophila melanogaster (Fruit fly)	277	positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; positive regulation of transcription initiation from RNA polymerase II promoter [GO:0060261]; transcription by RNA polymerase II [GO:0006366]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription initiation from RNA polymerase II promoter [GO:0006367]	nucleus [GO:0005634]; transcription factor TFIIF complex [GO:0005674]	nucleus [GO:0005634]; transcription factor TFIIF complex [GO:0005674]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; TFIIF-class transcription factor complex binding [GO:0001096]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; positive regulation of transcription initiation from RNA polymerase II promoter [GO:0060261]; transcription by RNA polymerase II [GO:0006366]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription initiation from RNA polymerase II promoter [GO:0006367]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; TFIIF-class transcription factor complex binding [GO:0001096]	GO:0001096; GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0005674; GO:0006366; GO:0006367; GO:0006368; GO:0032968; GO:0060261
TRINITY_DN7938_c0_g1_i9	689	410	262	3	sp	Q5R587	RPAB1_PONAB	84.2	209	33	0	307	933	1	209	2.70E-99	363.6	RPAB1_PONAB	reviewed	"DNA-directed RNA polymerases I, II, and III subunit RPABC1 (RNA polymerases I, II, and III subunit ABC1) (DNA-directed RNA polymerase II subunit E) (RPB5 homolog)"	POLR2E	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	210	transcription by RNA polymerase II [GO:0006366]	"host cell nucleus [GO:0042025]; nucleus [GO:0005634]; RNA polymerase II, core complex [GO:0005665]"	"host cell nucleus [GO:0042025]; nucleus [GO:0005634]; RNA polymerase II, core complex [GO:0005665]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; transcription by RNA polymerase II [GO:0006366]"	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]	GO:0003677; GO:0003899; GO:0005634; GO:0005665; GO:0006366; GO:0042025
TRINITY_DN13431_c0_g1_i5	191	100	0	3	sp	Q15542	TAF5_HUMAN	50.7	708	281	4	692	2620	93	797	1.10E-191	671.8	TAF5_HUMAN	reviewed	Transcription initiation factor TFIID subunit 5 (Transcription initiation factor TFIID 100 kDa subunit) (TAF(II)100) (TAFII-100) (TAFII100)	TAF5 TAF2D	Homo sapiens (Human)	800	"DNA-templated transcription, initiation [GO:0006352]; histone H3 acetylation [GO:0043966]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of signal transduction by p53 class mediator [GO:1901796]; snRNA transcription by RNA polymerase II [GO:0042795]; transcription by RNA polymerase II [GO:0006366]; transcription initiation from RNA polymerase II promoter [GO:0006367]; viral process [GO:0016032]"	actin cytoskeleton [GO:0015629]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]; transcription factor TFTC complex [GO:0033276]	"actin cytoskeleton [GO:0015629]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]; transcription factor TFTC complex [GO:0033276]; identical protein binding [GO:0042802]; promoter-specific chromatin binding [GO:1990841]; RNA polymerase II general transcription initiation factor activity [GO:0016251]; transcription coactivator activity [GO:0003713]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; DNA-templated transcription, initiation [GO:0006352]; histone H3 acetylation [GO:0043966]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of signal transduction by p53 class mediator [GO:1901796]; snRNA transcription by RNA polymerase II [GO:0042795]; transcription by RNA polymerase II [GO:0006366]; transcription initiation from RNA polymerase II promoter [GO:0006367]; viral process [GO:0016032]"	identical protein binding [GO:0042802]; promoter-specific chromatin binding [GO:1990841]; RNA polymerase II general transcription initiation factor activity [GO:0016251]; transcription coactivator activity [GO:0003713]; transcription regulatory region sequence-specific DNA binding [GO:0000976]	GO:0000790; GO:0000976; GO:0003713; GO:0005634; GO:0005654; GO:0005669; GO:0006352; GO:0006366; GO:0006367; GO:0015629; GO:0016032; GO:0016251; GO:0033276; GO:0042795; GO:0042802; GO:0043966; GO:0045944; GO:1901796; GO:1990841
TRINITY_DN368_c2_g1_i1	958	739	19	3	sp	A1ZBT5	MED8_DROME	45.2	252	123	2	161	871	1	252	3.70E-53	210.3	MED8_DROME	reviewed	Mediator of RNA polymerase II transcription subunit 8 (Mediator complex subunit 8)	MED8 Arc32 CG13867	Drosophila melanogaster (Fruit fly)	252	regulation of transcription by RNA polymerase II [GO:0006357]; transcription by RNA polymerase II [GO:0006366]	core mediator complex [GO:0070847]; mediator complex [GO:0016592]	core mediator complex [GO:0070847]; mediator complex [GO:0016592]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription coregulator activity [GO:0003712]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription by RNA polymerase II [GO:0006366]	RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription coregulator activity [GO:0003712]	GO:0000978; GO:0003712; GO:0006357; GO:0006366; GO:0016592; GO:0070847
TRINITY_DN28565_c0_g1_i1	246	143	1	3	sp	Q02870	ERCC3_DROME	66.2	797	232	12	107	2437	18	797	6.90E-293	1008.4	ERCC3_DROME	reviewed	General transcription and DNA repair factor IIH helicase subunit XPB (TFIIH subunit XPB) (EC 3.6.4.12) (ATP-dependent DNA helicase hay) (DNA excision repair protein haywire) (ERCC-3 homolog protein) (ERCC3Dm)	hay ERCC3 CG8019	Drosophila melanogaster (Fruit fly)	798	"nucleotide-excision repair [GO:0006289]; nucleotide-excision repair, DNA incision [GO:0033683]; promoter clearance from RNA polymerase II promoter [GO:0001111]; protein phosphorylation [GO:0006468]; response to UV [GO:0009411]; transcription by RNA polymerase II [GO:0006366]; transcription initiation from RNA polymerase II promoter [GO:0006367]; transcription open complex formation at RNA polymerase II promoter [GO:0001113]"	nucleotide-excision repair factor 3 complex [GO:0000112]; nucleus [GO:0005634]; transcription factor TFIIH holo complex [GO:0005675]; transcription preinitiation complex [GO:0097550]	"nucleotide-excision repair factor 3 complex [GO:0000112]; nucleus [GO:0005634]; transcription factor TFIIH holo complex [GO:0005675]; transcription preinitiation complex [GO:0097550]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; helicase activity [GO:0004386]; transcription factor binding [GO:0008134]; nucleotide-excision repair [GO:0006289]; nucleotide-excision repair, DNA incision [GO:0033683]; promoter clearance from RNA polymerase II promoter [GO:0001111]; protein phosphorylation [GO:0006468]; response to UV [GO:0009411]; transcription by RNA polymerase II [GO:0006366]; transcription initiation from RNA polymerase II promoter [GO:0006367]; transcription open complex formation at RNA polymerase II promoter [GO:0001113]"	3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; helicase activity [GO:0004386]; transcription factor binding [GO:0008134]	GO:0000112; GO:0001111; GO:0001113; GO:0003677; GO:0003678; GO:0004386; GO:0005524; GO:0005634; GO:0005675; GO:0006289; GO:0006366; GO:0006367; GO:0006468; GO:0008134; GO:0009411; GO:0033683; GO:0043138; GO:0097550
TRINITY_DN6840_c0_g1_i1	525	292	0	3	sp	P35659	DEK_HUMAN	51.5	324	145	2	452	1387	52	375	2.90E-25	118.6	DEK_HUMAN	reviewed	Protein DEK	DEK	Homo sapiens (Human)	375	"chromatin organization [GO:0006325]; positive regulation of gene expression, epigenetic [GO:0045815]; regulation of double-strand break repair [GO:2000779]; regulation of double-strand break repair via nonhomologous end joining [GO:2001032]; regulation of transcription by RNA polymerase II [GO:0006357]; signal transduction [GO:0007165]; transcription by RNA polymerase II [GO:0006366]; viral genome replication [GO:0019079]"	contractile fiber [GO:0043292]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	"contractile fiber [GO:0043292]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; histone binding [GO:0042393]; RNA binding [GO:0003723]; chromatin organization [GO:0006325]; positive regulation of gene expression, epigenetic [GO:0045815]; regulation of double-strand break repair [GO:2000779]; regulation of double-strand break repair via nonhomologous end joining [GO:2001032]; regulation of transcription by RNA polymerase II [GO:0006357]; signal transduction [GO:0007165]; transcription by RNA polymerase II [GO:0006366]; viral genome replication [GO:0019079]"	DNA binding [GO:0003677]; histone binding [GO:0042393]; RNA binding [GO:0003723]	GO:0003677; GO:0003723; GO:0005634; GO:0005654; GO:0006325; GO:0006357; GO:0006366; GO:0007165; GO:0019079; GO:0042393; GO:0043292; GO:0045815; GO:2000779; GO:2001032
TRINITY_DN15813_c0_g1_i2	2792	968	0	3	sp	Q13148	TADBP_HUMAN	66.5	281	89	4	153	989	1	278	9.20E-103	377.1	TADBP_HUMAN	reviewed	TAR DNA-binding protein 43 (TDP-43)	TARDBP TDP43	Homo sapiens (Human)	414	3'-UTR-mediated mRNA destabilization [GO:0061158]; 3'-UTR-mediated mRNA stabilization [GO:0070935]; mRNA processing [GO:0006397]; negative regulation by host of viral transcription [GO:0043922]; negative regulation of gene expression [GO:0010629]; negative regulation of protein phosphorylation [GO:0001933]; nuclear inner membrane organization [GO:0071765]; positive regulation of insulin secretion [GO:0032024]; positive regulation of protein import into nucleus [GO:0042307]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of circadian rhythm [GO:0042752]; regulation of protein stability [GO:0031647]; regulation of RNA metabolic process [GO:0051252]; response to endoplasmic reticulum stress [GO:0034976]; rhythmic process [GO:0048511]; RNA splicing [GO:0008380]; transcription by RNA polymerase II [GO:0006366]	cytoplasmic stress granule [GO:0010494]; interchromatin granule [GO:0035061]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perichromatin fibrils [GO:0005726]; ribonucleoprotein complex [GO:1990904]	cytoplasmic stress granule [GO:0010494]; interchromatin granule [GO:0035061]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perichromatin fibrils [GO:0005726]; ribonucleoprotein complex [GO:1990904]; DNA-binding transcription factor activity [GO:0003700]; double-stranded DNA binding [GO:0003690]; identical protein binding [GO:0042802]; mRNA 3'-UTR binding [GO:0003730]; pre-mRNA intronic binding [GO:0097157]; RNA binding [GO:0003723]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]; 3'-UTR-mediated mRNA destabilization [GO:0061158]; 3'-UTR-mediated mRNA stabilization [GO:0070935]; mRNA processing [GO:0006397]; negative regulation by host of viral transcription [GO:0043922]; negative regulation of gene expression [GO:0010629]; negative regulation of protein phosphorylation [GO:0001933]; nuclear inner membrane organization [GO:0071765]; positive regulation of insulin secretion [GO:0032024]; positive regulation of protein import into nucleus [GO:0042307]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of circadian rhythm [GO:0042752]; regulation of protein stability [GO:0031647]; regulation of RNA metabolic process [GO:0051252]; response to endoplasmic reticulum stress [GO:0034976]; rhythmic process [GO:0048511]; RNA splicing [GO:0008380]; transcription by RNA polymerase II [GO:0006366]	DNA-binding transcription factor activity [GO:0003700]; double-stranded DNA binding [GO:0003690]; identical protein binding [GO:0042802]; mRNA 3'-UTR binding [GO:0003730]; pre-mRNA intronic binding [GO:0097157]; RNA binding [GO:0003723]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]	GO:0000978; GO:0001933; GO:0003690; GO:0003700; GO:0003723; GO:0003730; GO:0005634; GO:0005654; GO:0005726; GO:0006366; GO:0006397; GO:0008380; GO:0010494; GO:0010629; GO:0016607; GO:0031647; GO:0032024; GO:0034976; GO:0035061; GO:0042307; GO:0042752; GO:0042802; GO:0042981; GO:0043565; GO:0043922; GO:0048511; GO:0051252; GO:0051726; GO:0061158; GO:0070935; GO:0071765; GO:0097157; GO:1990837; GO:1990904
TRINITY_DN1688_c1_g1_i1	2271	1010	9	3	sp	O15514	RPB4_HUMAN	73	141	36	1	430	852	4	142	6.60E-47	189.9	RPB4_HUMAN	reviewed	DNA-directed RNA polymerase II subunit RPB4 (RNA polymerase II subunit B4) (DNA-directed RNA polymerase II subunit D) (RNA polymerase II 16 kDa subunit) (RPB16)	POLR2D	Homo sapiens (Human)	142	"7-methylguanosine mRNA capping [GO:0006370]; fibroblast growth factor receptor signaling pathway [GO:0008543]; mRNA export from nucleus in response to heat stress [GO:0031990]; mRNA splicing, via spliceosome [GO:0000398]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; positive regulation of translational initiation [GO:0045948]; positive regulation of viral transcription [GO:0050434]; recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex [GO:0034402]; regulation of gene silencing by miRNA [GO:0060964]; RNA metabolic process [GO:0016070]; snRNA transcription by RNA polymerase II [GO:0042795]; somatic stem cell population maintenance [GO:0035019]; transcription, DNA-templated [GO:0006351]; transcription by RNA polymerase II [GO:0006366]; transcription-coupled nucleotide-excision repair [GO:0006283]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription initiation from RNA polymerase II promoter [GO:0006367]"	"cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; RNA polymerase II, core complex [GO:0005665]"	"cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; RNA polymerase II, core complex [GO:0005665]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; nucleotide binding [GO:0000166]; translation initiation factor binding [GO:0031369]; 7-methylguanosine mRNA capping [GO:0006370]; fibroblast growth factor receptor signaling pathway [GO:0008543]; mRNA export from nucleus in response to heat stress [GO:0031990]; mRNA splicing, via spliceosome [GO:0000398]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; positive regulation of translational initiation [GO:0045948]; positive regulation of viral transcription [GO:0050434]; recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex [GO:0034402]; regulation of gene silencing by miRNA [GO:0060964]; RNA metabolic process [GO:0016070]; snRNA transcription by RNA polymerase II [GO:0042795]; somatic stem cell population maintenance [GO:0035019]; transcription by RNA polymerase II [GO:0006366]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription initiation from RNA polymerase II promoter [GO:0006367]; transcription, DNA-templated [GO:0006351]; transcription-coupled nucleotide-excision repair [GO:0006283]"	DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; nucleotide binding [GO:0000166]; translation initiation factor binding [GO:0031369]	GO:0000166; GO:0000288; GO:0000398; GO:0000932; GO:0003899; GO:0005634; GO:0005654; GO:0005665; GO:0005829; GO:0006283; GO:0006351; GO:0006366; GO:0006367; GO:0006368; GO:0006370; GO:0008543; GO:0016070; GO:0016607; GO:0031369; GO:0031990; GO:0034402; GO:0035019; GO:0042795; GO:0045948; GO:0050434; GO:0060964
TRINITY_DN2169_c1_g1_i7	422	309	29	3	sp	Q15643	TRIPB_HUMAN	28.5	463	293	6	3851	5224	1457	1886	9.80E-32	141.7	TRIPB_HUMAN	reviewed	Thyroid receptor-interacting protein 11 (TR-interacting protein 11) (TRIP-11) (Clonal evolution-related gene on chromosome 14 protein) (Golgi-associated microtubule-binding protein 210) (GMAP-210) (Trip230)	TRIP11 CEV14	Homo sapiens (Human)	1979	cartilage development [GO:0051216]; chondrocyte differentiation involved in endochondral bone morphogenesis [GO:0003413]; Golgi ribbon formation [GO:0090161]; inner ear receptor cell stereocilium organization [GO:0060122]; intraciliary transport involved in cilium assembly [GO:0035735]; protein glycosylation [GO:0006486]; transcription by RNA polymerase II [GO:0006366]; ventricular septum development [GO:0003281]; vesicle tethering to Golgi [GO:0099041]	cilium [GO:0005929]; cis-Golgi network [GO:0005801]; cytoskeleton [GO:0005856]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; inner acrosomal membrane [GO:0002079]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; outer acrosomal membrane [GO:0002081]; transport vesicle [GO:0030133]	cilium [GO:0005929]; cis-Golgi network [GO:0005801]; cytoskeleton [GO:0005856]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; inner acrosomal membrane [GO:0002079]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; outer acrosomal membrane [GO:0002081]; transport vesicle [GO:0030133]; transcription coactivator activity [GO:0003713]; cartilage development [GO:0051216]; chondrocyte differentiation involved in endochondral bone morphogenesis [GO:0003413]; Golgi ribbon formation [GO:0090161]; inner ear receptor cell stereocilium organization [GO:0060122]; intraciliary transport involved in cilium assembly [GO:0035735]; protein glycosylation [GO:0006486]; transcription by RNA polymerase II [GO:0006366]; ventricular septum development [GO:0003281]; vesicle tethering to Golgi [GO:0099041]	transcription coactivator activity [GO:0003713]	GO:0000139; GO:0002079; GO:0002081; GO:0003281; GO:0003413; GO:0003713; GO:0005654; GO:0005793; GO:0005794; GO:0005801; GO:0005856; GO:0005929; GO:0006366; GO:0006486; GO:0016607; GO:0030133; GO:0033116; GO:0035735; GO:0051216; GO:0060122; GO:0090161; GO:0099041
TRINITY_DN3074_c1_g1_i1	44	24	0	3	sp	Q5VWG9	TAF3_HUMAN	41.1	124	73	0	268	639	1	124	1.70E-24	115.9	TAF3_HUMAN	reviewed	Transcription initiation factor TFIID subunit 3 (140 kDa TATA box-binding protein-associated factor) (TBP-associated factor 3) (Transcription initiation factor TFIID 140 kDa subunit) (TAF(II)140) (TAF140) (TAFII-140) (TAFII140)	TAF3	Homo sapiens (Human)	929	maintenance of protein location in nucleus [GO:0051457]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of signal transduction by p53 class mediator [GO:1901796]; transcription by RNA polymerase II [GO:0006366]; transcription initiation from RNA polymerase II promoter [GO:0006367]	nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]	nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]; metal ion binding [GO:0046872]; p53 binding [GO:0002039]; protein heterodimerization activity [GO:0046982]; maintenance of protein location in nucleus [GO:0051457]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of signal transduction by p53 class mediator [GO:1901796]; transcription by RNA polymerase II [GO:0006366]; transcription initiation from RNA polymerase II promoter [GO:0006367]	metal ion binding [GO:0046872]; p53 binding [GO:0002039]; protein heterodimerization activity [GO:0046982]	GO:0000122; GO:0002039; GO:0005634; GO:0005654; GO:0005669; GO:0006366; GO:0006367; GO:0031965; GO:0043433; GO:0046872; GO:0046982; GO:0051457; GO:1901796
